,stnode,endnode,osmid,oneway,ref,tunnel,maxspeed,lanes,length,service,bridge,highway,junction,access,name,geometry
4588,4723053007,2593845723,62226379,True,,,,,67.515,,,tertiary,,,Avenida 24 De Julho,"LINESTRING (34.855529 -19.8367642, 34.8556009 -19.8361608)"
4589,4723053007,6406769689,479156670,False,,,,,113.64999999999999,,,residential,,,,"LINESTRING (34.855529 -19.8367642, 34.8548636 -19.8367058, 34.8545954 -19.8366127, 34.8544693 -19.8365748)"
4590,4723053009,1935839917,183217110,True,,,,,23.15,,,tertiary,,,,"LINESTRING (34.856219 -19.8325897, 34.8561917 -19.8327963)"
4591,4723053011,6419656919,183217110,True,,,,,63.069,,,tertiary,,,,"LINESTRING (34.8561664 -19.8330326, 34.8561045 -19.8335968)"
4592,4723059928,776534479,62226809,False,,,,,66.533,,,residential,,,,"LINESTRING (34.8523738 -19.8323693, 34.8522589 -19.8329578)"
4593,4723059928,776522005,62226809,False,,,,,51.81,,,residential,,,,"LINESTRING (34.8523738 -19.8323693, 34.8524533 -19.8319094)"
4594,4723059928,2864599403,479157496,False,,,,,200.28,,,residential,,,,"LINESTRING (34.8523738 -19.8323693, 34.8530954 -19.8324373, 34.8542789 -19.8325497)"
4595,4723059929,2568947932,62226382,True,,,,,39.562,,,tertiary,,,Armando Tivane,"LINESTRING (34.8495952 -19.8343752, 34.8492763 -19.8341839)"
4596,4723059930,5624912709,104498606,True,,,,,14.664,,,tertiary,,,Armando Tivane,"LINESTRING (34.8497592 -19.8341546, 34.849877 -19.8342261)"
4597,4723059930,4723059929,479157497,True,,,,,29.933,,,tertiary_link,,,,"LINESTRING (34.8497592 -19.8341546, 34.8495952 -19.8343752)"
4598,4723059931,776490175,104498606,True,,,,,38.496,,,tertiary,,,Armando Tivane,"LINESTRING (34.8491061 -19.8337757, 34.8494197 -19.8339569)"
4599,4723059932,5624912712,62226382,True,,,,,18.11,,,tertiary,,,Armando Tivane,"LINESTRING (34.8489577 -19.8339916, 34.8488116 -19.8339042)"
4600,4723059932,4723059931,479157498,True,,,,,28.588,,,tertiary_link,,,,"LINESTRING (34.8489577 -19.8339916, 34.8491061 -19.8337757)"
4601,4723066878,776534448,479158134,False,,,,,141.2,,,residential,,,,"LINESTRING (34.8509549 -19.8284672, 34.8510385 -19.8271998)"
4602,4723066878,5632342442,479158135,False,,,,,15.366,,,residential,,,,"LINESTRING (34.8509549 -19.8284672, 34.8508725 -19.8285816)"
4603,4723066878,776534453,479158136,False,,,,,93.694,,,residential,,,,"LINESTRING (34.8509549 -19.8284672, 34.8518493 -19.8285128)"
4604,4723066879,776534453,479158136,False,,,,,103.107,,,residential,,,,"LINESTRING (34.8528341 -19.8285525, 34.8518493 -19.8285128)"
4605,4723066879,4723066880,479158136,False,,,,,52.732,,,residential,,,,"LINESTRING (34.8528341 -19.8285525, 34.8533378 -19.8285719)"
4606,4723066879,4723066883,479158138,False,,,,,139.412,,,residential,,,,"LINESTRING (34.8528341 -19.8285525, 34.8529301 -19.827302)"
4607,4723066879,776534512,479158138,False,,,,,118.072,,,residential,,,,"LINESTRING (34.8528341 -19.8285525, 34.8527199 -19.8296089)"
4608,4723066880,4723066879,479158136,False,,,,,52.732,,,residential,,,,"LINESTRING (34.8533378 -19.8285719, 34.8528341 -19.8285525)"
4609,4723066880,4723204803,479158137,False,,,,,6.084,,,residential,,,,"LINESTRING (34.8533378 -19.8285719, 34.8533363 -19.8286266)"
4610,4723066880,4723066882,479158137,False,,,,,140.414,,,residential,,,,"LINESTRING (34.8533378 -19.8285719, 34.8533932 -19.8273102)"
4611,4723066881,776534512,62224547,False,,,,,58.584,,,secondary,,,Rua Alfredo Lawley,"LINESTRING (34.8532789 -19.8296414, 34.8527199 -19.8296089)"
4612,4723066881,4723204803,479158137,False,,,,,113.0,,,residential,,,,"LINESTRING (34.8532789 -19.8296414, 34.8533363 -19.8286266)"
4613,4723066881,4723115134,62224547,False,,,,,123.226,,,secondary,,,Rua Alfredo Lawley,"LINESTRING (34.8532789 -19.8296414, 34.8536055 -19.8296655, 34.853729 -19.8296804, 34.8538363 -19.8296993, 34.8544383 -19.8298255)"
4614,4723066882,4723066883,62226807,False,,,,,48.45,,,tertiary,,,,"LINESTRING (34.8533932 -19.8273102, 34.8529301 -19.827302)"
4615,4723066882,4723066880,479158137,False,,,,,140.414,,,residential,,,,"LINESTRING (34.8533932 -19.8273102, 34.8533378 -19.8285719)"
4616,4723066882,4723204805,62226807,False,,,,,63.416,,,tertiary,,,,"LINESTRING (34.8533932 -19.8273102, 34.8537723 -19.8273159, 34.8539994 -19.8273175)"
4617,4723066882,6415053534,"[685123256, 479173014]",False,,,,,183.34499999999997,,,"['path', 'residential']",,,,"LINESTRING (34.8533932 -19.8273102, 34.8534082 -19.8268579, 34.8534259 -19.8267106, 34.8534819 -19.8266031, 34.853548 -19.8265188, 34.8535865 -19.8264454, 34.8536778 -19.8261591, 34.8537032 -19.8259418, 34.8537592 -19.8258663, 34.8537289 -19.8257372)"
4618,4723066883,4723066882,62226807,False,,,,,48.45,,,tertiary,,,,"LINESTRING (34.8529301 -19.827302, 34.8533932 -19.8273102)"
4619,4723066883,776534443,62226807,False,,,,,102.326,,,tertiary,,,,"LINESTRING (34.8529301 -19.827302, 34.851953 -19.8272579)"
4620,4723066883,4723066879,479158138,False,,,,,139.412,,,residential,,,,"LINESTRING (34.8529301 -19.827302, 34.8528341 -19.8285525)"
4621,4723115134,4723066881,62224547,False,,,,,123.226,,,secondary,,,Rua Alfredo Lawley,"LINESTRING (34.8544383 -19.8298255, 34.8538363 -19.8296993, 34.853729 -19.8296804, 34.8536055 -19.8296655, 34.8532789 -19.8296414)"
4622,4723115134,8253130802,62224547,False,,,,,196.701,,,secondary,,,Rua Alfredo Lawley,"LINESTRING (34.8544383 -19.8298255, 34.8555224 -19.8300591, 34.8558232 -19.8300896, 34.8562833 -19.8301577)"
4623,4723115134,6419657017,"[685123242, 479164063]",False,,,,,282.976,,,"['path', 'residential']",,,,"LINESTRING (34.8544383 -19.8298255, 34.8544841 -19.8292805, 34.8545189 -19.8288406, 34.8544934 -19.8286093, 34.8544867 -19.8282451, 34.8544613 -19.8281198, 34.8544626 -19.8280454, 34.8544854 -19.8279382, 34.8544961 -19.8278259, 34.8544733 -19.8276644, 34.8545632 -19.8275811, 34.8546046 -19.8273295)"
4624,4723127296,6389648862,"[685123324, 479166605]",False,,,,,90.788,,,"['path', 'residential']",,,Rua 1814,"LINESTRING (34.8676002 -19.8397455, 34.8673843 -19.8396686, 34.8672046 -19.8396333, 34.8670517 -19.839579, 34.8669672 -19.8394958, 34.8668835 -19.839359)"
4625,4723127296,6419699219,"[255563354, 479166605]",False,,,,,162.90200000000002,,,residential,,,Rua 1814,"LINESTRING (34.8676002 -19.8397455, 34.8677773 -19.8398238, 34.8679591 -19.8398547, 34.8682683 -19.839866, 34.8685598 -19.839926, 34.8688401 -19.8399878, 34.8691169 -19.8400349)"
4626,4723127296,6423622818,685461100,False,,,,,364.361,,,path,,,,"LINESTRING (34.8676002 -19.8397455, 34.86747 -19.8401121, 34.8671803 -19.8403568, 34.8670086 -19.8406016, 34.8669845 -19.8408993, 34.8670328 -19.8412273, 34.867022 -19.841472, 34.8668638 -19.8416789, 34.8667498 -19.8418391, 34.8667122 -19.8419577, 34.8665084 -19.8420144, 34.8664507 -19.8420788, 34.8664118 -19.842133, 34.8661222 -19.8423412, 34.8660256 -19.8423248)"
4627,4723127307,663132500,204092456,True,,,,,211.24099999999999,,,tertiary,,,,"LINESTRING (34.8606659 -19.8489244, 34.8595826 -19.8487367, 34.8586841 -19.8485588)"
4628,4723127314,4723127315,52014467,True,,,,,29.877,,,tertiary,,,,"LINESTRING (34.860679 -19.8486901, 34.8609635 -19.8487143)"
4629,4723127314,4723127307,479166608,True,,,,,32.113,,,tertiary_link,,,,"LINESTRING (34.860679 -19.8486901, 34.8607069 -19.8487133, 34.8607338 -19.8487499, 34.8607499 -19.8487878, 34.8607499 -19.8488243, 34.8607378 -19.8488559, 34.8607204 -19.8488862, 34.8606659 -19.8489244)"
4630,4723127315,1833347055,52014467,True,,,,,24.958,,,tertiary,,,,"LINESTRING (34.8609635 -19.8487143, 34.861201 -19.8487361)"
4631,4723127321,4723127307,204092456,True,,,,,26.01,,,tertiary,,,,"LINESTRING (34.86091 -19.8489691, 34.8606659 -19.8489244)"
4632,4723127321,4723127315,479166609,True,,,,,34.980000000000004,,,tertiary_link,,,,"LINESTRING (34.86091 -19.8489691, 34.8608732 -19.8489177, 34.8608531 -19.8488698, 34.8608545 -19.8488206, 34.8608732 -19.8487827, 34.8609135 -19.8487424, 34.8609635 -19.8487143)"
4633,4723128396,4723128403,479165049,False,,,,,222.54500000000002,,,residential,,,,"LINESTRING (34.8529057 -19.834142, 34.8526107 -19.8339805, 34.8525423 -19.8339553, 34.8524711 -19.8339654, 34.8524202 -19.8339982, 34.8520675 -19.834494, 34.851806 -19.8349154, 34.8515985 -19.8352656)"
4634,4723128403,5632591851,104498606,True,,,,,88.7,,,tertiary,,,Armando Tivane,"LINESTRING (34.8515985 -19.8352656, 34.8521515 -19.8355983, 34.8523131 -19.8356951)"
4635,4723128403,4723128396,479165049,False,,,,,222.54500000000002,,,residential,,,,"LINESTRING (34.8515985 -19.8352656, 34.851806 -19.8349154, 34.8520675 -19.834494, 34.8524202 -19.8339982, 34.8524711 -19.8339654, 34.8525423 -19.8339553, 34.8526107 -19.8339805, 34.8529057 -19.834142)"
4636,4723128404,2593845097,479165050,False,,,,,90.406,,,residential,,,,"LINESTRING (34.8536581 -19.833809, 34.8537587 -19.8335668, 34.8538123 -19.8334886, 34.8538687 -19.8334545, 34.8539156 -19.8334545, 34.8539934 -19.8334545, 34.8540926 -19.8334696, 34.8542826 -19.8335176)"
4637,4723135463,4816491859,172425143,False,,,,,144.657,,,residential,,,Rua Capitães de Sena,"LINESTRING (34.8657499 -19.8492641, 34.8671084 -19.8495084)"
4638,4723135463,1934771028,172425143,False,,,,,159.214,,,residential,,,Rua Capitães de Sena,"LINESTRING (34.8657499 -19.8492641, 34.8642584 -19.8489776)"
4639,4723135463,4723135464,479165742,False,,,,,85.468,,,residential,,,,"LINESTRING (34.8657499 -19.8492641, 34.8658847 -19.848506)"
4640,4723135464,5635142267,172425132,False,,,,,51.003,,,residential,,,Rua Marques Do Soveral,"LINESTRING (34.8658847 -19.848506, 34.8654058 -19.8484195)"
4641,4723135464,1833313079,172425132,False,,,,,158.661,,,residential,,,Rua Marques Do Soveral,"LINESTRING (34.8658847 -19.848506, 34.8673756 -19.8487695)"
4642,4723135464,4723135463,479165742,False,,,,,85.468,,,residential,,,,"LINESTRING (34.8658847 -19.848506, 34.8657499 -19.8492641)"
4643,4723168132,4723171916,255563339,False,,,,,39.273,,,residential,,,,"LINESTRING (34.8634147 -19.8375011, 34.8636044 -19.8371963)"
4644,4723168132,4723171912,255563339,False,,,,,50.132,,,residential,,,,"LINESTRING (34.8634147 -19.8375011, 34.8631975 -19.837903)"
4645,4723168132,1935839982,479169832,False,,,,,30.347,,,residential,,,,"LINESTRING (34.8634147 -19.8375011, 34.8631462 -19.8373977)"
4646,4723168132,3887805425,479170167,False,,,,,178.567,,,residential,,,,"LINESTRING (34.8634147 -19.8375011, 34.8634694 -19.8375235, 34.8636653 -19.8375853, 34.8640984 -19.8376723, 34.8650789 -19.8378476)"
4647,4723168134,3887805415,385433528,False,,,,,103.495,,,residential,,,,"LINESTRING (34.8593414 -19.8367577, 34.8591457 -19.8371513, 34.858946 -19.8376106)"
4648,4723168134,1935839962,385433528,False,,,,,62.662000000000006,,,residential,,,,"LINESTRING (34.8593414 -19.8367577, 34.8594065 -19.8366512, 34.8596335 -19.8362657)"
4649,4723168134,4723168137,479169834,False,,,,,122.154,,,residential,,,,"LINESTRING (34.8593414 -19.8367577, 34.8598515 -19.8369625, 34.8604087 -19.8372034)"
4650,4723168135,2612440956,183217119,False,,,,,64.666,,,residential,,,,"LINESTRING (34.860951 -19.8373743, 34.860759 -19.8379271)"
4651,4723168135,1935839973,183217119,False,,,,,53.411,,,residential,,,,"LINESTRING (34.860951 -19.8373743, 34.8610156 -19.8371999, 34.8611302 -19.8369246)"
4652,4723168135,4723168137,479169834,False,,,,,59.837,,,residential,,,,"LINESTRING (34.860951 -19.8373743, 34.8607292 -19.8373107, 34.8604087 -19.8372034)"
4653,4723168137,4723168135,479169834,False,,,,,59.837,,,residential,,,,"LINESTRING (34.8604087 -19.8372034, 34.8607292 -19.8373107, 34.860951 -19.8373743)"
4654,4723168137,4723168134,479169834,False,,,,,122.154,,,residential,,,,"LINESTRING (34.8604087 -19.8372034, 34.8598515 -19.8369625, 34.8593414 -19.8367577)"
4655,4723168137,4723168140,479169835,False,,,,,58.108000000000004,,,residential,,,,"LINESTRING (34.8604087 -19.8372034, 34.8604503 -19.8370974, 34.8605107 -19.8369221, 34.8605894 -19.8367093)"
4656,4723168140,1935839973,183217105,False,,,,,61.424,,,residential,,,,"LINESTRING (34.8605894 -19.8367093, 34.8611302 -19.8369246)"
4657,4723168140,3887805394,183217105,False,,,,,8.741,,,residential,,,,"LINESTRING (34.8605894 -19.8367093, 34.860515 -19.8366735)"
4658,4723168140,4723168137,479169835,False,,,,,58.108,,,residential,,,,"LINESTRING (34.8605894 -19.8367093, 34.8605107 -19.8369221, 34.8604503 -19.8370974, 34.8604087 -19.8372034)"
4659,4723168141,5653896228,183217119,False,,,,,47.75,,,residential,,,,"LINESTRING (34.8615379 -19.8361488, 34.8613273 -19.8365298)"
4660,4723168141,3887805357,183217119,False,,,,,46.921,,,residential,,,,"LINESTRING (34.8615379 -19.8361488, 34.8617444 -19.8357742)"
4661,4723168141,4723168142,479169836,False,,,,,64.404,,,residential,,,,"LINESTRING (34.8615379 -19.8361488, 34.8609703 -19.8359243)"
4662,4723168142,3887805380,385433574,False,,,,,41.529,,,residential,,,,"LINESTRING (34.8609703 -19.8359243, 34.860773 -19.8362484)"
4663,4723168142,3887805351,385433574,False,,,,,42.048,,,residential,,,,"LINESTRING (34.8609703 -19.8359243, 34.8611709 -19.8355966)"
4664,4723168142,4723168141,479169836,False,,,,,64.404,,,residential,,,,"LINESTRING (34.8609703 -19.8359243, 34.8615379 -19.8361488)"
4665,4723168143,1935839956,183217119,False,,,,,87.104,,,residential,,,,"LINESTRING (34.8623511 -19.8347051, 34.8619657 -19.8353995)"
4666,4723168143,1935839930,183217119,False,,,,,67.696,,,residential,,,,"LINESTRING (34.8623511 -19.8347051, 34.8626234 -19.8341528)"
4667,4723168143,4723168145,479169837,False,,,,,37.052,,,residential,,,,"LINESTRING (34.8623511 -19.8347051, 34.8621388 -19.8346249, 34.8620214 -19.8345833)"
4668,4723168145,5653957958,592390945,False,,,,,104.997,,,residential,,,,"LINESTRING (34.8620214 -19.8345833, 34.8610763 -19.8342651)"
4669,4723168145,4723168143,479169837,False,,,,,37.052,,,residential,,,,"LINESTRING (34.8620214 -19.8345833, 34.8621388 -19.8346249, 34.8623511 -19.8347051)"
4670,4723168145,4723168151,479169837,False,,,,,24.192,,,residential,,,,"LINESTRING (34.8620214 -19.8345833, 34.8619926 -19.8346406, 34.8619685 -19.8347069, 34.861939 -19.8347863)"
4671,4723168148,1935839956,183217121,False,,,,,26.974,,,residential,,,,"LINESTRING (34.8617208 -19.8353235, 34.8619657 -19.8353995)"
4672,4723168148,3887805337,183217121,False,,,,,38.412,,,residential,,,,"LINESTRING (34.8617208 -19.8353235, 34.8613685 -19.835226)"
4673,4723168148,4723168151,479169838,False,,,,,63.965,,,residential,,,,"LINESTRING (34.8617208 -19.8353235, 34.861837 -19.8350564, 34.8618785 -19.8349504, 34.861939 -19.8347863)"
4674,4723168151,4723168145,479169837,False,,,,,24.192,,,residential,,,,"LINESTRING (34.861939 -19.8347863, 34.8619685 -19.8347069, 34.8619926 -19.8346406, 34.8620214 -19.8345833)"
4675,4723168151,4723168148,479169838,False,,,,,63.965,,,residential,,,,"LINESTRING (34.861939 -19.8347863, 34.8618785 -19.8349504, 34.861837 -19.8350564, 34.8617208 -19.8353235)"
4676,4723168151,5653957960,479169838,False,,,,,105.038,,,residential,,,,"LINESTRING (34.861939 -19.8347863, 34.8618531 -19.8347598, 34.8609933 -19.8344687)"
4677,4723168153,5653957960,479169838,False,,,,,42.958,,,residential,,,,"LINESTRING (34.8606069 -19.8343378, 34.8609933 -19.8344687)"
4678,4723168153,1935839928,684867499,False,,,,,37.127,,,residential,,,,"LINESTRING (34.8606069 -19.8343378, 34.8607638 -19.8340383)"
4679,4723168153,1935839954,684867499,False,,,,,63.809,,,residential,,,,"LINESTRING (34.8606069 -19.8343378, 34.8603424 -19.8348549)"
4680,4723168156,3328127336,326191755,False,,,,,111.265,,,residential,,,,"LINESTRING (34.8644117 -19.8300022, 34.8652907 -19.8305657)"
4681,4723168156,4723168161,326191755,False,,,,,81.111,,,residential,,,,"LINESTRING (34.8644117 -19.8300022, 34.8637515 -19.8296196)"
4682,4723168156,5635521682,479169839,False,,,,,46.448,,,residential,,,,"LINESTRING (34.8644117 -19.8300022, 34.864621 -19.8296338)"
4683,4723168156,6345455800,677692026,False,,,,,127.864,,,path,,,,"LINESTRING (34.8644117 -19.8300022, 34.8643644 -19.8300563, 34.8641793 -19.8300891, 34.8640265 -19.8301395, 34.8639245 -19.8302102, 34.8636992 -19.8302884, 34.8632992 -19.8304389)"
4684,4723168160,5635521682,479169839,False,,,,,127.751,,,residential,,,,"LINESTRING (34.8635625 -19.8290678, 34.8637049 -19.8291139, 34.8639587 -19.8292387, 34.8645819 -19.8296133, 34.864621 -19.8296338)"
4685,4723168160,6345455440,677692016,False,,,,,283.749,,,residential,,,,"LINESTRING (34.8635625 -19.8290678, 34.8636625 -19.8287695, 34.8638651 -19.8283218, 34.8640582 -19.8278032, 34.8642432 -19.8273352, 34.864313 -19.8271156, 34.8643411 -19.8269542, 34.864292 -19.8267887, 34.8643027 -19.82665)"
4686,4723168160,6345455786,"[677692016, 326191755]",False,,,,,52.572,,,residential,,,,"LINESTRING (34.8635625 -19.8290678, 34.8634728 -19.8291207, 34.8632976 -19.8293395, 34.8633103 -19.8293675, 34.863372 -19.8294045)"
4687,4723168161,4723168156,326191755,False,,,,,81.111,,,residential,,,,"LINESTRING (34.8637515 -19.8296196, 34.8644117 -19.8300022)"
4688,4723168161,6345455786,326191755,False,,,,,46.345,,,residential,,,,"LINESTRING (34.8637515 -19.8296196, 34.863372 -19.8294045)"
4689,4723168161,4723168162,479169840,False,,,,,56.151,,,residential,,,,"LINESTRING (34.8637515 -19.8296196, 34.8632193 -19.8296856)"
4690,4723168162,6345455797,183217122,False,,,,,55.832,,,residential,,,,"LINESTRING (34.8632193 -19.8296856, 34.8629768 -19.8301329)"
4691,4723168162,4723168161,479169840,False,,,,,56.151,,,residential,,,,"LINESTRING (34.8632193 -19.8296856, 34.8637515 -19.8296196)"
4692,4723168162,6345455786,183217122,False,,,,,35.299,,,residential,,,,"LINESTRING (34.8632193 -19.8296856, 34.8632709 -19.829554, 34.863372 -19.8294045)"
4693,4723171912,4723168132,255563339,False,,,,,50.132,,,residential,,,,"LINESTRING (34.8631975 -19.837903, 34.8634147 -19.8375011)"
4694,4723171912,2612440649,255563339,False,,,,,52.666,,,residential,,,,"LINESTRING (34.8631975 -19.837903, 34.8629759 -19.8383283)"
4695,4723171912,3887805433,479170166,False,,,,,190.138,,,residential,,,,"LINESTRING (34.8631975 -19.837903, 34.864987 -19.8382037)"
4696,4723171912,1935839982,"[385433458, 479170165]",False,,,,,71.554,,,residential,,,,"LINESTRING (34.8631975 -19.837903, 34.8630175 -19.8378161, 34.8629937 -19.8377878, 34.8629955 -19.8377569, 34.8631462 -19.8373977)"
4697,4723171913,2612440933,255563355,False,,,,,20.681,,,residential,,,,"LINESTRING (34.8654619 -19.8367326, 34.8655236 -19.8365559)"
4698,4723171913,2612440771,255563355,False,,,,,43.52,,,residential,,,,"LINESTRING (34.8654619 -19.8367326, 34.8652984 -19.8370925)"
4699,4723171913,4723171914,479170168,False,,,,,151.197,,,residential,,,,"LINESTRING (34.8654619 -19.8367326, 34.8640858 -19.8363163)"
4700,4723171914,2612440750,255563339,False,,,,,24.516,,,residential,,,,"LINESTRING (34.8640858 -19.8363163, 34.8642072 -19.8361277)"
4701,4723171914,5653957966,255563339,False,,,,,40.679,,,residential,,,,"LINESTRING (34.8640858 -19.8363163, 34.8639155 -19.8366452)"
4702,4723171914,4723171913,479170168,False,,,,,151.197,,,residential,,,,"LINESTRING (34.8640858 -19.8363163, 34.8654619 -19.8367326)"
4703,4723171915,5653957957,255563355,False,,,,,14.612,,,residential,,,,"LINESTRING (34.8651525 -19.8375324, 34.8651907 -19.837406)"
4704,4723171915,4723171916,479170169,False,,,,,166.183,,,residential,,,,"LINESTRING (34.8651525 -19.8375324, 34.8636044 -19.8371963)"
4705,4723171915,3887805425,255563355,False,,,,,35.885,,,residential,,,,"LINESTRING (34.8651525 -19.8375324, 34.8651233 -19.837657, 34.8650789 -19.8378476)"
4706,4723171916,5653957956,255563339,False,,,,,31.049,,,residential,,,,"LINESTRING (34.8636044 -19.8371963, 34.8637563 -19.8369564)"
4707,4723171916,4723168132,255563339,False,,,,,39.273,,,residential,,,,"LINESTRING (34.8636044 -19.8371963, 34.8634147 -19.8375011)"
4708,4723171916,4723171915,479170169,False,,,,,166.183,,,residential,,,,"LINESTRING (34.8636044 -19.8371963, 34.8651525 -19.8375324)"
4709,4723175221,4723175222,479170456,False,,,,,100.644,,,residential,,,,"LINESTRING (34.8671432 -19.8294941, 34.8680252 -19.8298558)"
4710,4723175222,4723175221,479170456,False,,,,,100.644,,,residential,,,,"LINESTRING (34.8680252 -19.8298558, 34.8671432 -19.8294941)"
4711,4723175222,3328125962,887795677,False,,,,,59.489,,,secondary,,,Rua Dom Jaime Pedro Gonçalves,"LINESTRING (34.8680252 -19.8298558, 34.8677831 -19.8303399)"
4712,4723175222,6354223840,887795677,False,,,,,113.874,,,secondary,,,Rua Dom Jaime Pedro Gonçalves,"LINESTRING (34.8680252 -19.8298558, 34.86852 -19.8289436)"
4713,4723175223,4723175225,479170457,False,,,,,60.153,,,residential,,,,"LINESTRING (34.8699421 -19.8377484, 34.8698535 -19.8375693, 34.8696758 -19.8372693)"
4714,4723175225,2612440883,255563335,False,,,,,59.792,,,residential,,,,"LINESTRING (34.8696758 -19.8372693, 34.870177 -19.8370107)"
4715,4723175225,4723175226,255563335,False,,,,,227.858,,,residential,,,,"LINESTRING (34.8696758 -19.8372693, 34.8693558 -19.8374467, 34.8691516 -19.8375058, 34.8690017 -19.8375123, 34.8683014 -19.8373897, 34.8680748 -19.8373115, 34.8679206 -19.8372762, 34.8675962 -19.8372148)"
4716,4723175225,4723175223,479170457,False,,,,,60.153,,,residential,,,,"LINESTRING (34.8696758 -19.8372693, 34.8698535 -19.8375693, 34.8699421 -19.8377484)"
4717,4723175226,5635168551,183217121,False,,,,,101.32499999999999,,,residential,,,,"LINESTRING (34.8675962 -19.8372148, 34.8676891 -19.8371752, 34.8677454 -19.8371254, 34.8677927 -19.8370613, 34.8681378 -19.8364814)"
4718,4723175226,2612441005,183217121,False,,,,,165.974,,,residential,,,,"LINESTRING (34.8675962 -19.8372148, 34.8674469 -19.8371791, 34.867421 -19.8371708, 34.86609 -19.8367464)"
4719,4723175226,4723175225,255563335,False,,,,,227.858,,,residential,,,,"LINESTRING (34.8675962 -19.8372148, 34.8679206 -19.8372762, 34.8680748 -19.8373115, 34.8683014 -19.8373897, 34.8690017 -19.8375123, 34.8691516 -19.8375058, 34.8693558 -19.8374467, 34.8696758 -19.8372693)"
4720,4723175226,4723175227,479170458,False,,,,,33.900999999999996,,,residential,,,,"LINESTRING (34.8675962 -19.8372148, 34.8675759 -19.8373077, 34.8674924 -19.8375025)"
4721,4723175227,5653957965,592390950,False,,,,,196.807,,,residential,,,,"LINESTRING (34.8674924 -19.8375025, 34.8657119 -19.8369302)"
4722,4723175227,4723175226,479170458,False,,,,,33.900999999999996,,,residential,,,,"LINESTRING (34.8674924 -19.8375025, 34.8675759 -19.8373077, 34.8675962 -19.8372148)"
4723,4723175227,2612440904,479170458,False,,,,,29.028999999999996,,,residential,,,,"LINESTRING (34.8674924 -19.8375025, 34.8674339 -19.8377221, 34.8674109 -19.8377492)"
4724,4723202583,663133621,479173009,False,,,,,110.775,,,unclassified,,,,"LINESTRING (34.8501407 -19.8187729, 34.8492414 -19.8182469)"
4725,4723202583,1934799378,479173009,False,,,,,111.821,,,unclassified,,,,"LINESTRING (34.8501407 -19.8187729, 34.8510231 -19.8193405)"
4726,4723202583,1934799378,"[479173008, 479355158, 479173007]",False,,,,,325.74699999999996,,,service,,,,"LINESTRING (34.8501407 -19.8187729, 34.8506276 -19.8180295, 34.8507214 -19.8179866, 34.8508153 -19.8179992, 34.8515368 -19.8184408, 34.8515717 -19.8184912, 34.8515529 -19.8185745, 34.8510231 -19.8193405)"
4727,4723202584,6426471428,407381861,True,N6,,,3,82.741,,,trunk,,,Avenida Massano de Amorim,"LINESTRING (34.8507702 -19.8207254, 34.8512082 -19.8201058)"
4728,4723202584,4723202585,479173010,False,,,,,62.987,,,residential,,,,"LINESTRING (34.8507702 -19.8207254, 34.8502486 -19.8204424)"
4729,4723202585,1934799402,183116141,False,,,,,92.785,,,residential,,,,"LINESTRING (34.8502486 -19.8204424, 34.8497632 -19.8211408)"
4730,4723202585,1934799394,183116141,False,,,,,42.785,,,residential,,,,"LINESTRING (34.8502486 -19.8204424, 34.8504725 -19.8201204)"
4731,4723202585,4723202584,479173010,False,,,,,62.987,,,residential,,,,"LINESTRING (34.8502486 -19.8204424, 34.8507702 -19.8207254)"
4732,4723202586,4723202584,407381861,True,N6,,,3,94.346,,,trunk,,,Avenida Massano de Amorim,"LINESTRING (34.8502722 -19.8214328, 34.8507702 -19.8207254)"
4733,4723202586,1934799402,479355154,False,,,,,62.364,,,residential,,,,"LINESTRING (34.8502722 -19.8214328, 34.8497632 -19.8211408)"
4734,4723202587,4723202588,183116141,False,,,,,12.868,,,residential,,,,"LINESTRING (34.8485248 -19.8229499, 34.8484582 -19.8230472)"
4735,4723202587,1934799402,183116141,False,,,,,239.267,,,residential,,,,"LINESTRING (34.8485248 -19.8229499, 34.8497632 -19.8211408)"
4736,4723202587,4723204791,479173012,True,,,,,60.015,,,residential,,,,"LINESTRING (34.8485248 -19.8229499, 34.8486352 -19.8229892, 34.849037 -19.8231914)"
4737,4723202588,4723202587,183116141,False,,,,,12.868,,,residential,,,,"LINESTRING (34.8484582 -19.8230472, 34.8485248 -19.8229499)"
4738,4723202588,1934799410,588685773,True,,,,,15.159,,,residential,,,,"LINESTRING (34.8484582 -19.8230472, 34.8483875 -19.8229282)"
4739,4723202588,1934799416,183116141,False,,,,,205.935,,,residential,,,,"LINESTRING (34.8484582 -19.8230472, 34.8480239 -19.8235805, 34.8473359 -19.8245674)"
4740,4723204789,4723204791,407381861,True,N6,,,3,22.073999999999998,,,trunk,,,Avenida Massano de Amorim,"LINESTRING (34.8489192 -19.8233561, 34.8489757 -19.823276, 34.849037 -19.8231914)"
4741,4723204789,4723202588,479173011,True,,,,,59.572,,,residential,,,,"LINESTRING (34.8489192 -19.8233561, 34.8485547 -19.8231432, 34.8484582 -19.8230472)"
4742,4723204791,7024058151,407381861,True,N6,,,3,45.949,,,trunk,,,Avenida Massano de Amorim,"LINESTRING (34.849037 -19.8231914, 34.8492791 -19.8228466)"
4743,4723204793,776534487,62226546,False,,,,,57.292,,,residential,,,,"LINESTRING (34.849585 -19.8237611, 34.8492957 -19.8241986)"
